Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,Wholesale Price
Gemstones,6.9mm x 5.1mm  Pear Cut Orange Montana Sapphire,Default Title,40188798304409,J034-00507-1_.87,5220.00,,2610
Gemstones,6.9mm x 5.3mm Oval Cut AAA Blue Ceylon Sapphire,Default Title,40188799484057,029-00101-1T2AAA-1.23,3690.00,,1476
Gemstones,6.9 x 5.2mm Pear Cut Spessartite Garnet,Default Title,40188499787929,049-00000-1_.92,414.00,,138
Gemstones,6mm Checkerboard Cushion AA Blue Apsara Zircon®,Default Title,40188777627801,130-12860-AA,330.00,,110
Gemstones,6mm Checkerboard Cushion A Blue Apsara Zircon®,Default Title,40188777136281,130-12860-A,252.00,,84
Gemstones,6mm Checkerboard Cushion B Blue Apsara Zircon®,Default Title,40188777365657,130-12860-B,156.00,,52
Gemstones,6mm Checkerboard Cushion Cut AAA Pink Tourmaline,Default Title,40188915351705,081-12860-AAA,1215.00,,405
Gemstones,6mm Checkerboard Cushion Cut Brown Zircon,Default Title,40188873179289,137-12860-1,450.00,,150
Gemstones,6mm Checkerboard Cushion Cut Natural Citrine,Default Title,40188865937561,120-12860-1,31.50,,10.5
Gemstones,6mm Checkerboard Cushion Cut Natural Madeira Citrine,Default Title,40188674244761,122-12860-1,37.80,,12.6
Gemstones,6mm Checkerboard Cushion Cut Natural Oregon Sunstone,Default Title,40188600254617,230-12860-1,85.86,,28.62
Gemstones,6mm Checkerboard Round Double Sided Arkansas Quartz,Default Title,40188898672793,098-14060-1,29.40,,9.8
Gemstones,6mm Fantasy Trillion Cut Rhodolite Garnet,Default Title,40188931408025,040-04560-1,90.00,,30
Gemstones,6mm Hexagonal Cut Natural Raja Garnets,Default Title,40188876488857,041-01660-1,30.00,,10
Gemstones,6mm Hexagonal Rose Cut Black Spinel,Default Title,40188888547481,157-11960-1,48.00,,16
Gemstones,6mm Natural Cabochon Cut Moonstone,Default Title,40188729655449,390-09160-1,75.00,,25
Gemstones,6mm Natural Heart Cut Mesa Verde® Peridot,Default Title,40188766027929,160-01160-1,127.50,,42.5
Gemstones,6mm Natural Hexagonal AAA Amethyst,Default Title,40188702359705,090-01660-AAA,42.00,,14
Gemstones,6mm Natural Hexagonal AA Amethyst,Default Title,40188702130329,090-01660-AA,34.20,,11.4
Gemstones,6mm Natural Hexagonal Citrine,Default Title,40188701606041,120-01660-1,48.00,,16
Gemstones,6mm Natural Hexagonal Mesa Verde® Peridot,Default Title,40188703047833,160-01660-1,39.96,,13.32
Gemstones,6mm Natural Hexagonal Oregon Sunstone,Default Title,40188884091033,230-01660-1,180.00,,60
Gemstones,6mm Natural Princess Cut Andradite Garnet,Default Title,40188886778009,H056-12160-1,528.00,,176
Gemstones,6mm Natural Round Cabochon Cut Peach Cat's Eye Moonstone,Default Title,40188730179737,392-09160-1,135.00,,45
Gemstones,6mm Natural Round Grossular Garnet,Default Title,40188939206809,043-01060-1,279.00,,93
Gemstones,6mm Natural Round Portuguese Cut Heliodor,Default Title,40188858630297,071-10160-1,168.00,,56
Gemstones,6mm Natural Triangle Cut Rhodolite Garnet,Default Title,40188938059929,040-01360-1,504.00,,168
Gemstones,6mm Natural Trillion Cut Amethyst (Medium Purple),Default Title,40188775432345,090-01460-A,20.25,,6.75
Gemstones,6mm Natural Trillion Cut Arizona Amethyst,Default Title,40188881993881,092-01460-1,27.00,,9
Gemstones,6mm Natural Trillion Cut Brown Zircon,Default Title,40188873834649,137-01460-1,446.25,,148.75
Gemstones,6mm Natural Trillion Cut California Pink Tourmaline,Default Title,40188909912217,089-01460-1,510.00,,170
Gemstones,6mm Natural Trillion Cut Grape Garnet®,Default Title,40188808265881,045-01460-1,211.95,,70.65
Gemstones,6mm Natural Trillion Cut Oregon Blue Hyalite Opal,Default Title,40188718579865,403-01460-W,119.85,,39.95
Gemstones,6mm Natural Trillion Cut Rhodolite Garnet,Default Title,40188687581337,040-01460-1,105.00,,35
Gemstones,6mm Princess Cut Green Tourmaline,Default Title,40188906143897,083-12160-G,756.00,,252
Gemstones,6mm Princess Cut Mesa Verde® Peridot,Default Title,40188668149913,160-12160-1,84.00,,28
Gemstones,6mm Princess Cut Natural Fire Citrine®,Default Title,40188770451609,121-12160-1,28.50,,9.5
Gemstones,6mm Princess Cut Natural Idaho Garnet,Default Title,40188781068441,048-12160-1,90.00,,30
Gemstones,6mm Princess Cut Natural Madeira Citrine,Default Title,40188769501337,122-12160-1,28.50,,9.5
Gemstones,6mm Princess Cut Natural White Topaz,Default Title,40188697772185,172-12160-1,36.00,,12
Gemstones,6mm Princess Cut Natural Yellow Citrine,Default Title,40188771139737,120-12160-1,24.00,,8
Gemstones,6mm Princess Cut Nightsky Iolite®,Default Title,40188805775513,220-12160-1,146.25,,48.75
Gemstones,6mm Princess Cut Raja® Garnet,Default Title,40188767928473,041-12160-1,33.00,,11
Gemstones,6mm Princess Cut Rhodolite Garnet,Default Title,40188768518297,040-12160-1,42.00,,14
Gemstones,6mm Princess Cut Seafoam Tourmaline®,Default Title,40188850798745,083-12160-SF,864.00,,288
Gemstones,6mm Round Apatite,Default Title,40188905390233,240-01060-1,90.00,,30
Gemstones,6mm Round Cabochon Cut Amelia Teal Amazonite™,Default Title,40188913451161,602-09160-1,16.50,,5.5
Gemstones,6mm Round Cabochon Cut Natural Oregon Sunstone,Default Title,40188599795865,230-09160-1,65.01,,21.67
Gemstones,6mm Round Cabochon Cut Pink Tourmaline,Default Title,40188885074073,081-09160-A,267.00,,89
Gemstones,6mm Round Cabochon Cut Purple Sage Chalcedony (Dark Purple),Default Title,40188743745689,367-09160-1,40.50,,13.5
Gemstones,6mm Round Cabochon Cut Purple Sage Chalcedony (Medium Purple),Default Title,40188743123097,367-09160-2,24.00,,8
Gemstones,6mm Round Cabochon Cut Purple Sage Chalcedony (Smoky Purple),Default Title,40188742467737,367-09160-3,13.50,,4.5
Gemstones,6mm Round Cabochon Cut Rutilated Quartz,Default Title,40188715171993,106-09160-Dark,38.25,,8.5
Gemstones,6mm Round California Pink Tourmaline,Default Title,40188676341913,089-01060-1,825.00,,275
Gemstones,6mm Round Cut Natural Imperial Diopside,Default Title,40212852375705,210-01060-1_PR,240.00,
Gemstones,6mm Round Fancy Cut Natural Oregon Sunstone,Default Title,40188600844441,230-01060-FCY,82.41,,27.47
Gemstones,6mm Round Fancy Top Natural Black Spinel,Default Title,40188665823385,157-01060-1,22.50,,7.5
Gemstones,6mm Round Mesa Verde® Peridot,Default Title,40188667560089,160-01060-1,68.49,,22.83
Gemstones,6mm Round Montana Amethyst,Default Title,40188880355481,093-01060-1,60.00,,20
Gemstones,6mm Round Multi-color Montana Sapphire Crystals,Default Title,40188607889561,034-DISC,1170.00,,390
Gemstones,6mm Round Natural Arkansas White Quartz,Default Title,40188440445081,098-01060-1,18.00,,6
Gemstones,6mm Round Natural Chartreuse Green Sphene,Default Title,40188438511769,145-01060-1,240.00,,80
Gemstones,6mm Round Natural Citrine,Default Title,40188664840345,120-01060-1,21.00,,7
Gemstones,6mm Round Natural Fire Citrine®,Default Title,40188664184985,121-01060-1,30.00,,10
Gemstones,6mm Round Natural Liberian Ruby B,Default Title,40188745089177,017-01060-B,1837.50,,735
Gemstones,6mm Round Natural Madeira Citrine,Default Title,40188665594009,122-01060-1,30.00,,10
Gemstones,6mm Round Natural Oregon Blue Hyalite Opal,Default Title,40188373500057,403-01060-W,75.00,,25
Gemstones,6mm Round Natural Portuguese Cut Goshenite,Default Title,40188698427545,064-10160-1,54.75,,18.25
Gemstones,6mm Round Natural Portuguese Cut Morganite,Default Title,40188733849753,065-10160-1,202.50,,67.5
Gemstones,6mm Round Natural Straw Yellow Oregon Sunstone,Default Title,40188925673625,231-01060-1,26.25,,8.75
Gemstones,6mm Round Portuguese Cut Light Blue Malawi Sapphire Matched Pair,Default Title,40212830093465,S031-10160-AAB_2.08,4160.00,
Gemstones,6mm Round Raja® Garnet,Default Title,40188878586009,041-01060-1,22.50,,7.5
Gemstones,6mm Round Red AAA Wyoming Ruby,Default Title,40212891795609,016-01060-AAA,1272.00,
Gemstones,6mm Round Red Anthill Garnet,Default Title,40188475310233,044-01060-1,231.00,,77
Gemstones,6mm Round Red Clearwater Idaho Garnet,Default Title,40188685582489,048-01060-1,49.95,,16.65
Gemstones,6mm Round Red/Orange Mexican Fire Opal,Default Title,40188889596057,405-01060-1,180.00,,60
Gemstones,6mm Round Rose Cut Gem Blue Mexican Chalcedony,Default Title,40188760227993,371-10460-1,33.00,,11
Gemstones,6mm Round Rose Cut Malawi Sapphires,White,40188605628569,N031-10460-1,504.00,,168
Gemstones,6mm Round Rose Cut Malawi Sapphires,Light Yellow,40188605661337,N031-10460-1,504.00,,168
Gemstones,6mm Round Rose Cut Malawi Sapphires,Light Blue,40188605694105,N031-10460-1,504.00,,168
Gemstones,6mm Round Rose Cut Malawi Sapphires,Medium Blue,40188605726873,N031-10460-1,504.00,,168
Gemstones,6mm Round Rose Cut Natural Black Spinel,Default Title,40188663333017,157-10460-1,29.25,,9.75
Gemstones,6mm Round Seafoam Tourmaline®,Default Title,40188852863129,083-01060-SF,900.00,,300
Gemstones,6mm Round Sky Blue Topaz,Default Title,40188862693529,171-01060-1,30.00,,10
Gemstones,6mm Round Swiss Blue Topaz,Default Title,40188861022361,170-01060-1,40.50,,13.5
Gemstones,6mm Round Yellow Heliodor,Default Title,40188428845209,071-01060-1,105.00,,35
Gemstones,6mm Square Cushion Cut Morganite,Default Title,40188734537881,065-01960-1,240.00,,80
Gemstones,6mm Square Emerald Cut AA Emerald,Default Title,40188874358937,010-00260-AA,4760.00,,1904
Gemstones,6mm Star Cut Natural Raja Garnets,Default Title,40188876587161,041-01860-1,30.00,,10
Gemstones,6mm to 10mm Natural Round Portuguese Cut Heliodor,9mm,40188858466457,071-10190-1,296.80,,184.8
Gemstones,6mm to 10mm Natural Round Portuguese Cut Heliodor,8mm,40188858433689,071-10180-1,252.00,,140
Gemstones,6mm to 10mm Natural Round Portuguese Cut Heliodor,10mm,40188858499225,071-10191-1,386.40,,274.4
Gemstones,6mm to 10mm Natural Round Portuguese Cut Heliodor,6mm,40188858368153,071-10160-1,168.00,,56
Gemstones,6mm to 10mm Natural Round Portuguese Cut Heliodor,7mm,40188858400921,071-10170-1,204.40,,92.4
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,8mm,40188913320089,602-09180-1,17.00,,6
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,7mm,40188913287321,602-09170-1,16.75,,5.75
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,6mm,40188913254553,602-09160-1,16.50,,5.5
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,12mm,40188913418393,602-09193-1,23.50,,12.5
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,10mm,40188913385625,602-09191-1,21.00,,10
Gemstones,6mm to 12mm Round Cabochon Cut Amelia Teal Amazonite™,9mm,40188913352857,602-09190-1,19.00,,8
Gemstones,6mm to 12mm Round Rose Cut Gem Blue Mexican Chalcedony,6mm,40188760064153,371-10460-1,33.00,,11
Gemstones,6mm to 12mm Round Rose Cut Gem Blue Mexican Chalcedony,10mm,40188760129689,371-10491-1,65.00,,43
Gemstones,6mm to 12mm Round Rose Cut Gem Blue Mexican Chalcedony,8mm,40188760096921,371-10480-1,44.00,,22
Gemstones,6mm to 12mm Round Rose Cut Gem Blue Mexican Chalcedony,12mm,40188760162457,371-10493-1,99.00,,77
Gemstones,6mm to 9mm Round Red Anthill Garnet,7.25mm,40188695281817,044-01072-1,329.56,,175.56
Gemstones,6mm to 9mm Round Red Anthill Garnet,7mm,40188695249049,044-01070-1,306.46,,152.46
Gemstones,6mm to 9mm Round Red Anthill Garnet,6.5mm,40188695216281,044-01065-1,279.51,,125.51
Gemstones,6mm to 9mm Round Red Anthill Garnet,6.25mm,40188695183513,044-01062-1,233.31,,79.31
Gemstones,6mm to 9mm Round Red Anthill Garnet,9mm,40188695380121,044-01090-1,716.10,,562.1
Gemstones,6mm to 9mm Round Red Anthill Garnet,8mm,40188695347353,044-01080-1,377.30,,223.3
Gemstones,6mm to 9mm Round Red Anthill Garnet,7.5mm,40188695314585,044-01075-1,344.19,,190.19
Gemstones,6mm to 9mm Round Red Anthill Garnet,6.75mm,40188695150745,044-01067-1,286.44,,132.44
Gemstones,6mm to 9mm Round Red Anthill Garnet,6mm,40188695117977,044-01060-1,231.00,,77
Gemstones,6mm Triangle Cut Blue Apsara Zircon®,Default Title,40188810461337,130-01360-1,240.00,,80
Gemstones,6mm Triangle Cut Mesa Verde® Peridot,Default Title,40188829466777,160-01360-1,31.50,,10.5
Gemstones,6mm Triangle Cut Pale Blue Aquamarine B,Default Title,40188694495385,060-01360-B,96.00,,32
Gemstones,6mm Triangle Cut Pink Tourmaline,Default Title,40188297674905,081-01360-A,381.00,,127
Gemstones,6mm Trillion Cabochon Cut Purple Sage Chalcedony (Dark Purple),Default Title,40188751773849,367-09460-1,36.00,,12
Gemstones,6mm Trillion Cabochon Cut Purple Sage Chalcedony (Medium Purple),Default Title,40188750856345,367-09460-2,21.00,,7
Gemstones,6mm Trillion Cabochon Cut Purple Sage Chalcedony (Smoky Purple),Default Title,40188750364825,367-09460-3,12.00,,4
Gemstones,6mm Trillion Cognac Sapphire 1.03cts,Default Title,40212910735513,031-01460-C_1-03,1081.50,
Gemstones,6mm Trillion Cut AAA Blue Apsara Zircon®,Default Title,40188872655001,H130-01460-AAA,446.25,,148.75
Gemstones,6mm Trillion Cut A Blue Apsara Zircon®,Default Title,40188810002585,130-01460-A,267.75,,89.25
Gemstones,6mm Trillion Cut Green Oregon Sunstone,Default Title,40188924952729,230-01460-Green_1.90,237.00,,79
Gemstones,6mm Trillion Cut Imperial Diposide®,Default Title,40188673425561,210-01460-1,105.00,,35
Gemstones,6mm Trillion Cut London Blue Topaz,Default Title,40188860104857,170-01460-1,40.50,,13.5
Gemstones,6mm Trillion Cut Mesa Verde® Peridot,Default Title,40188668936345,160-01460-1,32.55,,10.85
Gemstones,6mm Trillion Cut Natural Black Spinel,Default Title,40188661301401,157-01460-1,49.50,,16.5
Gemstones,6mm Trillion Cut Natural Color Change Sphene,Default Title,40188437561497,146-01401-U1_0-88,528.00,,176
Gemstones,6mm Trillion Cut Natural Raja Garnet®,Default Title,40188783624345,041-01460-1,22.50,,7.5
Gemstones,6mm Trillion Cut Natural Red Nyala Ruby,Default Title,40212847165593,031-01460-AAAR_0-79,3950.00,
Gemstones,6mm Trillion Cut Natural Red/Orange Mexican Fire Opal,Default Title,40188772581529,405-01460-1,120.00,,40
Gemstones,6mm Trillion Cut Natural Yellow Citrine,Default Title,40188771664025,120-01460-1,21.00,,7
Gemstones,6mm Trillion Cut Natural Yellow Mexican Fire Opal,Default Title,40188782936217,405-01460-Y,108.00,,36
Gemstones,6mm Trillion Cut Nightsky Iolite®,Default Title,40188806725785,220-01460-1,54.00,,18
Gemstones,6mm Trillion Cut Oregon Sunstone,Default Title,40188603531417,230-01460-1,62.37,,20.79
Gemstones,6mm Trillion Cut Pinkish Red Tourmaline,Default Title,40188297904281,081-01460-AA,420.00,,140
Gemstones,6mm Trillion Cut Red Anthill Garnet,Default Title,40188473966745,044-01460-1,225.00,,75
Gemstones,6mm Trillion Cut Seafoam Tourmaline®,Default Title,40188850077849,083-01460-SF,570.00,,190
Gemstones,6mm Trillion Cut Sky Blue Topaz,Default Title,40188804923545,171-01460-1,42.00,,14
Gemstones,6mmx4mm Kite Cut Fine Blue Montana Sapphire,Default Title,40188947660953,E034-05106-FineBlue,472.50,,157.5
Gemstones,6mmx4mm Kite Cut Light Blue Montana Sapphire,Default Title,40188947497113,E034-05106-LtBlue,341.25,,113.75
Gemstones,6mmx4mm Kite Cut Medium Blue Montana Sapphire,Default Title,40188947562649,E034-05106-MedBlue,420.00,,140
Gemstones,6mmx4mm Kite Cut Steel Blue/Green Montana Sapphire,Default Title,40188948250777,E034-05106-BlueGreen,341.25,,113.75
Gemstones,6mm x 4mm Oval AAA Emerald,Default Title,40188874424473,010-00106-AAA,2152.50,,861
Gemstones,6 to 7.5mm Round Natural Portuguese Cut Morganite,7mm,40188733784217,065-10170-1,286.50,,151.5
Gemstones,6 to 7.5mm Round Natural Portuguese Cut Morganite,6.5mm,40188733751449,065-10165-1,232.00,,97
Gemstones,6 to 7.5mm Round Natural Portuguese Cut Morganite,6mm,40188733718681,065-10160-1,202.50,,67.5
Gemstones,6 to 7.5mm Round Natural Portuguese Cut Morganite,7.5mm,40188733816985,065-10175-1,380.00,,245
Gemstones,6 to 8mm Round Cabochon Cut Rutilated Quartz,6mm,40188715335833,106-09160-Dark,38.25,,12.75
Gemstones,6 to 8mm Round Cabochon Cut Rutilated Quartz,8mm,40188715401369,106-09180-Dark,54.30,,28.8
Gemstones,6x2mm Natural Morganite Baguette,Default Title,40188735160473,065-36x2-1,51.00,,17
Gemstones,6x3mm Natural Citrine Baguette,Default Title,40188754493593,120-00322-1,19.50,,6.5
Gemstones,6x3mm Natural Clearwater Idaho Garnet Marquise,Default Title,40188913090713,048-00822-1,37.50,,12.5
Gemstones,6x3mm Natural Fire Citrine Baguette,Default Title,40188754559129,121-00322-1,21.00,,7
Gemstones,6x3mm Natural Grape Garnet® Baguette,Default Title,40188741189785,045-00322-1,75.00,,25
Gemstones,6x3mm Natural Marquise Cut Mesa Verde® Peridot,Default Title,40188765077657,160-00822-1,18.00,,6
Gemstones,6x3mm Natural Morganite Baguette,Default Title,40188754198681,065-00322-1,75.00,,25
Gemstones,6x3mm Natural Teal Tourmaline Baguette,Default Title,40188754690201,083-00322-T,216.00,,72
Gemstones,6x3mm Oval Fancy Australian Sapphires,Default Title,40188827336857,035-00122-FC,324.00,,108
Gemstones,6x3mm Oval Natural Red/Orange Mexican Fire Opal,Default Title,40188785164441,405-00122-1,68.25,,22.75
Gemstones,6x3mm Oval Teal Australian Sapphires,Default Title,40188655698073,035-00122-Teal,306.00,,102
Gemstones,6x3mm to 8x4mm Natural Clearwater Idaho Garnet Marquise,6x3mm,40188912992409,048-00822-1,37.50,,12.5
Gemstones,6x3mm to 8x4mm Natural Clearwater Idaho Garnet Marquise,8x4mm,40188913025177,048-00824-1,56.25,,31.25
Gemstones,6x3x1.5mm Natural Morganite Tapered Baguette,Default Title,40188735029401,065-36x3x1.5-1,72.00,,24
Gemstones,6x4mm Antique Cushion Cut Teal Tourmaline,Default Title,40188296855705,078-01906-1T,225.00,,75
Gemstones,6x4mm Baguette Cut Pink Sapphire,Default Title,40212848902297,RD031-00306-AAAR_0-72,4320.00,
Gemstones,6x4mm Brilliant Emerald Cut AA Pink Ceylon Sapphire,Default Title,40188799549593,028-12006-AA_.61,1525.00,,610
Gemstones,6x4mm Brilliant Emerald Cut Blue Zircon,Default Title,40188392571033,H130-12006-MIX,378.00,,126
Gemstones,6x4mm Brilliant Emerald Cut Golden Imperial Topaz,Default Title,40188781461657,173-12006-1,795.00,,265
Gemstones,6x4mm Brilliant Emerald Cut Natural Arkansas White Quartz,Default Title,40188440969369,098-12006-1,7.50,,2.5
Gemstones,6x4mm Brilliant Emerald Cut Natural Mesa Verde® Peridot,Default Title,40188672475289,160-12006-1,43.32,,14.44
Gemstones,6x4mm Cats Eye Oval Cabochon Cut Chrysoberyl,Default Title,40188933832857,250-09906-1,450.00,,150
Gemstones,6x4mm Cushion Cut Arkansas Smoky Quartz,Default Title,40188911845529,099-01906-1,18.00,,6
Gemstones,6x4mm Cushion Cut Golden Imperial Topaz,Default Title,40188732276889,173-01906-1,288.00,,96
Gemstones,6x4mm Emerald Cut Blue Ceylon Sapphire,Default Title,40188713107609,029-00206-A_1.29,756.00,,252
Gemstones,6x4mm Emerald Cut Yellow Sapphire .77cts,Default Title,40188275032217,N031-00201-U1F_0-77,924.00,,308
Gemstones,6x4mm Kite Cut Montana Sapphires,Light Blue,40188947333273,E034-05106-LtBlue,341.25,,113.75
Gemstones,6x4mm Kite Cut Montana Sapphires,Blue/Green,40188947431577,E034-05106-BlueGreen,341.25,,113.75
Gemstones,6x4mm Kite Cut Montana Sapphires,Fine Blue,40188947398809,E034-05106-FineBlue,385.00,,157.5
Gemstones,6x4mm Kite Cut Montana Sapphires,Medium Blue,40188947366041,E034-05106-MedBlue,367.50,,140
Gemstones,6x4mm Natural Barion Emerald Cut Imperial Diopside®,Default Title,40188712517785,210-12506-1,96.00,,32
Gemstones,6x4mm Natural Barion Emerald Cut Teal Tourmaline,Default Title,40188892807321,083-12506-T,372.00,,124
Gemstones,6x4mm Natural Barion Emerald Cut Yellow Citrine,Default Title,40188711469209,120-12506-1,19.50,,6.5
Gemstones,6x4mm Natural Brilliant Emerald Cut Pink Ceylon Sapphire,Default Title,40188712976537,028-12006-AA_1.30,2600.00,,1040
Gemstones,6x4mm Natural Emerald Cut Apatite,Default Title,40188712911001,240-00206-1,195.00,,65
Gemstones,6x4mm Natural Emerald Cut Mexican Fire Opal,Default Title,40188712059033,405-00206-1,141.00,,47
Gemstones,6x4mm Natural Grape Garnet® Baguette,Default Title,40188680437913,045-00306-1,90.00,,30
Gemstones,6x4mm Natural Hexagonal Pink Tourmaline,Default Title,40188939960473,077-01606-P,280.50,,93.5
Gemstones,6x4mm Natural Mesa Verde® Peridot  Baguettes,Default Title,40188696068249,160-00306-1,67.50,,22.5
Gemstones,6x4mm Natural Oval Andalusite,Default Title,40188897755289,180-00106-1,60.00,,20
Gemstones,6x4mm Natural Oval Arizona Amethyst,Default Title,40188882747545,092-00106-1,21.75,,7.25
Gemstones,6x4mm Natural Oval Chrysoberyl,Default Title,40188936454297,250-00106-1,135.00,,45
Gemstones,6x4mm Natural Oval Grape Garnet®,Default Title,40188774056089,045-00106-1,42.00,,14
Gemstones,6x4mm Natural Oval Liberian Ruby,Default Title,40188716941465,017-00106-B,350.40,,116.8
Gemstones,6x4mm Natural Oval Nightsky Iolite®,Default Title,40188807446681,220-00106-1,30.00,,10
Gemstones,6x4mm Natural Oval Padparadscha Sapphire,Default Title,40188689154201,031-00106-P,1462.80,,487.6
Gemstones,6x4mm Natural Oval Rhodolite Garnet,Default Title,40188688367769,040-00106-1,37.80,,12.6
Gemstones,6x4mm Natural Oval Yellow Oregon Opal,Default Title,40188941828249,403-00106-Y,38.25,,12.75
Gemstones,6x4mm Natural Pear Cut Montana Sapphires,Default Title,40188887105689,E034-00506-NAT_5.0,405.00,,135
Gemstones,6x4mm Natural Pear Shape AA Pink Tourmaline,Default Title,40188883763353,081-00506-AA,157.50,,52.5
Gemstones,6x4mm Natural Pear Shape A Aquamarine,Default Title,40188809183385,060-00506-A,90.00,,30
Gemstones,6x4mm Natural Pear Shape Grape Garnet®,Default Title,40188879831193,045-00506-1,47.25,,15.75
Gemstones,6x4mm Natural Pear Shape Montana Sapphire,Default Title,40188868821145,E034-00506-NAT_3.51,540.00,,180
Gemstones,6x4mm Natural Pear Shape Oregon Sunstone,Default Title,40188704719001,230-00506-1,41.25,,13.75
Gemstones,6x4mm Natural Pear Shape Rhodolite Garnet,Default Title,40188686106777,040-00506-1,25.50,,8.5
Gemstones,6x4mm Natural Pear Shape Sky Blue Topaz,Default Title,40188861546649,171-00506-1,24.00,,8
Gemstones,6x4mm Opposed Bar Cushion Red Anthill Garnet,Default Title,40188472066201,044-03206-1,161.37,,53.79
Gemstones,6x4mm Opposed Bar Cushion Seafoam Tourmaline®,Default Title,40188849258649,083-03206-SF,264.00,,88
Gemstones,6x4mm Oval A Iris Amethyst®,Default Title,40188782051481,090-00106-A,19.50,,6.5
Gemstones,6x4mm Oval Cabochon Cut Amelia Teal Amazonite™,Default Title,40188728115353,602-09506-1,16.20,,5.4
Gemstones,6x4mm Oval Cabochon Cut Purple Sage Chalcedony (Dark Purple),Default Title,40188746956953,367-09506-1,21.00,,7
Gemstones,6x4mm Oval Cabochon Cut Purple Sage Chalcedony (Medium Purple),Default Title,40188748595353,367-09506-2,12.00,,4
Gemstones,6x4mm Oval Cabochon Cut Purple Sage Chalcedony (Smoky Purple),Default Title,40188749480089,367-09506-3,7.50,,2.5
Gemstones,6x4mm Oval Cut Natural Arkansas White Quartz,Default Title,40188443164825,098-00106-1,10.50,,3.5
Gemstones,6x4mm Oval Cut Natural Pinkish-Red Nyala Ruby,Default Title,40212847034521,031-00106-AAAR_0-55,1650.00,
Gemstones,6x4mm Oval Cut Pink Tourmaline,Default Title,40188296986777,081-00106-AA,258.00,,86
Gemstones,6x4mm Oval Cut Yellow Heliodor,Default Title,40188428583065,071-00106-1,90.00,,30
Gemstones,6x4mm Oval Fancy Cut Oregon Sunstone,Default Title,40188602417305,230-00106-FCY,59.58,,19.86
Gemstones,6x4mm Oval Golden Imperial Topaz,Default Title,40188733456537,173-00106-1,510.00,,170
Gemstones,6x4mm Oval Golden Montana Sapphire .63cts,Default Title,40212910801049,034-00106-1_0-63,567.00,
Gemstones,6x4mm Oval Green Australian Sapphires,Default Title,40188659957913,035-00106-Green,710.40,,236.8
Gemstones,6x4mm Oval Imperial Diopside®,Default Title,40188773236889,210-00106-1,57.00,,19
Gemstones,6x4mm Oval Lavender Spinel,Default Title,40188677783705,150-00106-Lavender,720.00,,240
Gemstones,6x4mm Oval Light Yellow Australian Sapphires,Default Title,40188660449433,035-00106-Lt Yellow,577.20,,192.4
Gemstones,6x4mm Oval Morganite,Default Title,40188734144665,065-00106-1,78.00,,26
Gemstones,6x4mm Oval Natural Black Spinel,Default Title,40188661596313,157-00106-1,27.00,,9
Gemstones,6x4mm Oval Natural Green Beryl,Default Title,40188669362329,070-00106-1,346.50,,115.5
Gemstones,6x4mm Oval Natural Mesa Verde® Peridot,Default Title,40188670738585,160-00106-1,26.67,,8.89
Gemstones,6x4mm Oval Natural Oregon Sunstone,Default Title,40188604481689,230-00106-1,44.28,,14.76
Gemstones,6x4mm Oval Natural Red Clearwater Idaho Garnets,Default Title,40188376842393,048-00106-1,36.75,,12.25
Gemstones,6x4mm Oval Natural Red/Orange Mexican Fire Opal,Default Title,40188784738457,405-00106-1,90.00,,30
Gemstones,6x4mm Oval Pastel Tourmaline,Default Title,40188912697497,E179-00106-1,375.00,,125
Gemstones,6x4mm Oval Pink Spinel,Default Title,40188677488793,150-00106-1,588.00,,196
Gemstones,6x4mm Oval Red Anthill Garnet,Default Title,40188721332377,044-00106-1,140.82,,46.94
Gemstones,6x4mm Oval Red Zircon,Default Title,40188871704729,137-00106-1,284.13,,94.71
Gemstones,6x4mm Oval Seafoam Tourmaline®,Default Title,40188851781785,083-00106-SF,258.00,,86
Gemstones,6x4mm Oval Sky Blue Topaz,Default Title,40188674703513,171-00106-1,15.00,,5
Gemstones,6x4mm Oval Teal Australian Sapphires,Default Title,40188656582809,035-00106-Teal,487.20,,162.4
Gemstones,6x4mm Pear Cut Bi-color Montana Sapphires,Default Title,40188886450329,J034-00506-1,564.00,,188
Gemstones,6x4mm Pear Cut Mesa Verde® Peridot,Default Title,40188668477593,160-00506-1,26.55,,8.85
Gemstones,6x4mm to 14x10mm Natural Pear Shape Sky Blue Topaz,9x6mm,40188861317273,171-00534-1,32.80,,16.8
Gemstones,6x4mm to 14x10mm Natural Pear Shape Sky Blue Topaz,7x5mm,40188861284505,171-00507-1,25.60,,9.6
Gemstones,6x4mm to 14x10mm Natural Pear Shape Sky Blue Topaz,10x7mm,40188861350041,171-00541-1,40.80,,24.8
Gemstones,6x4mm to 14x10mm Natural Pear Shape Sky Blue Topaz,14x10mm,40188861448345,171-00515-1,112.00,,96
Gemstones,6x4mm to 14x10mm Natural Pear Shape Sky Blue Topaz,12x9mm,40188861415577,171-00547-1,88.00,,72
