Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,Wholesale Price
Gemstones,10mm Round Texas Star Cut Natural Arkansas White Quartz,Default Title,40188445196441,098-10691-1,29.50,
Gemstones,1.0mm Round Yellow Citrine Melee,Default Title,40188876751001,120-01010-1,4.90,
Gemstones,10mm Square Cabochon Cut Leopard Opal,Default Title,40188757442713,402-09791-1,64.80,
Gemstones,10mm Square Cushion Cabochon Cut Amelia Teal Amazonite™,Default Title,40188914368665,602-09791-1,12.50,
Gemstones,10mm SugarLoaf Cabochon Cut Gem Blue Mexican Chalcedony,Default Title,40188758556825,371-09791-1,42.00,
Gemstones,10mm to 12mm Radial Cut Snowflake AA Purple Amethyst,12mm,40188786180249,090-31593-AA,110.00,
Gemstones,10mm to 12mm Radial Cut Snowflake AA Purple Amethyst,10mm,40188786147481,090-31591-AA,55.00,
Gemstones,10mm to 12mm Round Cabochon Cut Montana Agate,12mm,40188953493657,359-09193-1,25.00,
Gemstones,10mm to 12mm Round Cabochon Cut Montana Agate,10mm,40188953460889,359-09191-1,18.00,
Gemstones,10mm to 14mm  Radial Cut Round Oro Verde Quartz,10mm,40188787163289,105-30991-1,22.00,
Gemstones,10mm to 14mm  Radial Cut Round Oro Verde Quartz,14mm,40188787196057,105-30995-1,59.40,
Gemstones,10mm to 15mm Natural Fancy Cushion Cut Brazilian Green Quartz,15mm,40188814524569,125-01996-1,390.50,
Gemstones,10mm to 15mm Natural Fancy Cushion Cut Brazilian Green Quartz,12mm,40188814459033,125-01993-1,166.85,
Gemstones,10mm to 15mm Natural Fancy Cushion Cut Brazilian Green Quartz,10mm,40188814426265,125-01991-1,71.00,
Gemstones,10mm to 15mm Natural Fancy Cushion Cut Brazilian Green Quartz,14mm,40188814491801,125-01995-1,298.20,
Gemstones,10mm Trillion Cabochon Cut Purple Sage Chalcedony (Dark Purple),Default Title,40188752167065,367-09491-1,54.00,
Gemstones,10mm Trillion Cabochon Cut Purple Sage Chalcedony (Medium Purple),Default Title,40188751020185,367-09491-2,32.00,
Gemstones,10mm Trillion Cabochon Cut Purple Sage Chalcedony (Smoky Purple),Default Title,40188750495897,367-09491-3,18.00,
Gemstones,10mm Trillion Cut London Blue Topaz,Default Title,40188860301465,170-01491-1,82.50,
Gemstones,10mm Trillion Cut Natural Raja Garnet®,Default Title,40188783984793,041-01491-1,84.50,
Gemstones,10mm Trillion Cut Natural Red/Orange Mexican Fire Opal,Default Title,40188772876441,405-01491-1,297.50,
Gemstones,10mm Trillion Cut Natural Yellow Citrine,Default Title,40188772057241,120-01491-1,34.44,
Gemstones,10mm Trillion Cut Natural Yellow Mexican Fire Opal,Default Title,40188783165593,405-01491-Y,267.75,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,3mm,40188460728473,044-01030-P,10.00,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,2.25mm,40188460925081,044-01022-P,7.50,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,2.5mm,40188460695705,044-01025-P,8.50,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,2mm,40188460662937,044-01020-P,7.50,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.4mm,40188460859545,044-01014-P,6.40,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.3mm,40188460826777,044-01013-P,6.40,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.1mm,40188460794009,044-01010-P,6.35,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,3.5mm,40188460761241,044-01035-P,14.00,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.5mm,40188460892313,044-01015-P,6.50,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.75mm,40188460630169,044-01017-P,6.50,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,1.2mm,40188460597401,044-01012-P,6.40,
Gemstones,1.0 to 3.5mm Round Purple Anthill Garnet Melee,3.25mm,40188460990617,044-01032-P,10.00,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,2.5mm,40188459188377,044-01025-R,8.50,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,2.25mm,40188459155609,044-01022-R,7.50,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,2mm,40188459122841,044-01020-R,7.50,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1.75mm,40188459090073,044-01017-R,6.50,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,3mm,40188459221145,044-01030-R,10.00,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1.4mm,40188459057305,044-01014-R,6.40,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,3.5mm,40188459253913,044-01035-R,14.00,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1mm,40188459286681,044-01010-R,6.35,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1.3mm,40188459024537,044-01013-R,6.40,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,3.25mm,40188459319449,044-01032-R,10.00,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1.2mm,40188458991769,044-01012-R,6.40,
Gemstones,1.0 to 3.5mm Round Red Anthill Garnet Melee,1.5mm,40188459352217,044-01015-R,6.50,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,1.25mm,40188463710361,120-01012-1,4.95,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,1.9mm,40188463808665,120-01019-1,5.00,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,1.5mm,40188463775897,120-01015-1,5.00,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,1.4mm,40188463743129,120-01014-1,5.00,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,1mm,40188463677593,120-01010-1,4.90,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,3.5mm,40188463644825,120-01035-1,6.10,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,3mm,40188463612057,120-01030-1,6.00,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,2.75mm,40188463579289,120-01027-1,5.35,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,2.5mm,40188463546521,120-01025-1,5.25,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,2.25mm,40188463513753,120-01022-1,5.10,
Gemstones,1.0 to 3.5mm Round Yellow Citrine Melee,2mm,40188463480985,120-01020-1,5.00,
Gemstones,10x10mm African Ruby Hexagon Slices,Default Title,40188684140697,017-SLICE-10x10,100.20,
Gemstones,10x10mm Amelia Teal Amazonite™ Hexagon Tablets,Default Title,40188952805529,602-13491-1,25.00,
Gemstones,10x10mm Bronze Sapphire Hexagon Tablets,Default Title,40188943401113,030-13491-BK,133.06,
Gemstones,10x10mm Hexagonal Tablet Gem Blue Mexican Chalcedony,Default Title,40188764455065,371-13491-1,35.00,
